repo_owner,repo_name,payload_commit_msg,created_at,TRUE_VALUE,Final_Themes,
AndreiLux,Perseus-S3,"mali: platform rewrite Samsung integrated checks on in the Pegasus platform that prevented the GPU control interfaces to work; on every decideNextStatus call the DVFS tables would be rewritten with separate fixed values. Module parameters for these values were present in the kernel so the hypothesis is that they were used for debugging during development. -All checks are removed and the driver now looks very similar to the Orion platform. -Removal of the CPU frequency lock to 1200MHz if the GPU is at 440MHz, this is excessive as 3D load heavy applications usually do not tax the CPU that far, and is an unnecessary power consumption burden. -The thermal control unit temperature throttling causes to fix the voltage to a fixed value when throttling is in place; this is useless considering frequency is not limited, making the whole thing senseless. Thus removed. -Cleaned up the files from unnecessary ifdef's for readability considering the fixed platform values.",21/06/2012 0:13,1,[Frequency and voltage scaling],
voku,initramfs3,#ERROR!,24/06/2012 15:37,1,[Frequency and voltage scaling],
Metallice,android_kernel_samsung_espresso10,Reduce Wifi voltage for power savings Should be beneficial for a wifi only device,27/06/2012 20:58,1,[Frequency and voltage scaling],
jsnyder,elua,further pin adjustment for low power consumption,28/06/2012 19:27,1,[Pin management],
yongcong,haiku,"x86: Initialize IA32_MSR_ENERGY_PERF_BIAS The lowest 4 bits of the MSR serves as a hint to the hardware to favor performance or energy saving. 0 means a hint preference for highest performance while 15 corresponds to the maximum energy savings. A value of 7 translates into a hint to balance performance with energy savings. The default reset value of the MSR is 0. If BIOS doesn't intialize the MSR, the hardware will run in performance state. This patch initialize the MSR with value of 7 for balance between performance and energy savings",02/07/2012 15:37,1,[Use power efficient library/device],
endyman,TimedShot,"* overlay, power saving * only start preview before taking pictures * text overlay * doc",07/07/2012 0:00,1,[Miscellaneous],
tp-freeforall,prod,ucmini: remove unnecessary IO pin settings (and save energy) From: Miklos Maroti <mmaroti@gmail.com> git-svn-id: http://tinyos-main.googlecode.com/svn/trunk@5974 285f258d-8064-b571-fbc6-9656dc998e90,17/07/2012 9:52,1,[Pin management],
ypsu,desktop-configuration,Add a Makefile to compile xmonad in power saving mode Currently xmonad makes too much wakeups. Just check this out: strace -p $(pgrep xmonad) It wakes up around 100 times per second.,21/07/2012 20:08,1,[Display and UI tuning],
IceColdJelly,android_system_core,charger: suspend when not animating Suspend will save power (i.e. charge faster) by disabling unneeded devices such as the touch-sensitive keys on galaxysmtd. Change-Id: I9b2eae1af2e9687546af9dcb10ce1fcb4c1e1ed6,23/07/2012 15:26,1,[Low power idling],
barney-parker,Arduino-Countdown-Timer,"Interrupt and Power Saving Added interrupt driven wake-up functionality, and timed power-down Some general code clean-up",04/08/2012 15:11,1,[Timing out],
mozilla-b2g,gaia,Merge pull request #3180 from evelynhung/issue-quicksetting-geolocation [QuickSettings] Turn off geolocation when in power saving mode,06/08/2012 8:29,1,[Disabling feature/devices],
pfriedel,FiveMilSpire,"Including some power savings modes. I doubt they amount to much, but I'm not using any of them, so why not.",07/08/2012 5:36,1,[Disabling feature/devices],
iyulaev,tacotime,Tweaked ViewThread and TimerThread so that they actually susped with wait() and notifyAll() when the BetweenLevelMenuActivity is entered. They get un-suspended afterwards. Should save power when the application goes out of focus on a users phone but remains running in the background.,09/08/2012 8:19,1,[Low power idling],
dorimanx,initramfs3,Tuned Govs to more agressive power save and more responce on screen on.,10/08/2012 20:01,1,[Frequency and voltage scaling],
cosmicdan,semc-kernel-msm7x30-cosmic,Intellidemand tweaks for better power savings,14/08/2012 9:22,1,[Frequency and voltage scaling],
tacowars,watch-my-back,fixed status LED. added some power saving commands. disabled softserial trace,21/08/2012 1:24,1,[Low power idling],
fuss132,android_kernel_samsung_n1,arm: tegra: manage graphics clock Provides clock information for camera use cases to achieve optimal power saving. BUG 813159 Reviewed-on: http://git-master/r/31237 (cherry picked from commit 8180aabdb727b171ae9c49fbec991b3983ec87c8) Change-Id: I19e99d39ff00bf0619d314854ce1b2fff670a8ff Reviewed-on: http://git-master/r/37955 Reviewed-by: Niket Sirsi <nsirsi@nvidia.com> Tested-by: Niket Sirsi <nsirsi@nvidia.com>,26/08/2012 11:57,1,[Frequency and voltage scaling],
radekp,qtmoko,bt - always start with bluetooth off On GTA04 this is needed to save power in suspend. Otherwise you would have to manually turn it off. Generaly it will save power even when not in suspend. In most cases users want it off. Maybe we could later implement some config file where it could remember last state before boot.,28/08/2012 11:12,1,[Miscellaneous],
esitarski,CrossMgr,Added performance improvements to reduce power consumption.,06/09/2012 14:36,1,[Miscellaneous],
scverhagen,htc-kernel-doubleshot,cpufreq/ondemand: add early suspend drivers to adjust cpu sampling rates screen off: 6 * min sampling rate to reduce power consumption screen on: normal sampling rate set by init,11/09/2012 2:41,1,[Frequency and voltage scaling],
esmil,msp3n1s,oneslave: set unused pins high to save power,15/09/2012 22:46,1,[Pin management],
lirokoa,htc_pico_kernel,Add power save scheduler remove network QoS,03/10/2012 19:12,1,[Frequency and voltage scaling],
VanirAOSP,packages_apps_phone,change debugging in phone and merge fix ring volume reset take 2 from cyanogenmod and disable accelerometer in call to prevent power consumption spike Conflicts: src/com/android/phone/InCallScreen.java Change-Id: Icb6ad7be620607d5d82c37c22a29ebbf2dc40604,11/10/2012 12:16,1,[Disabling feature/devices],
TI-OpenLink,wl12xx,wl12xx: decrease elp timeout to 20ms The current elp timeout set to 200 ms is too high. While its purpose was to avoid going to ELP during Tx/Rx the problem is that it keeps the device awake also after issuing commands when there's no traffic. In Android this is a real problem as RSSI is polled by the framework every 3 seconds and keeping the chip out of ELP for 200ms each time has a significant power consumption effect. Fix that by changing to 20ms. This prevents excessive real elp sleeps and wakeups during Rx/Tx with 12xx. There's no real need any more for setting a hard coded 5ms while in forced_ps. The fw won't enter elp anyways before the dynamic-ps timeout expired as well (and it entered ps successfully). (Based on a similar patch by Eliad for wlcore) Signed-off-by: Eyal Shapira <eyal@wizery.com>,18/10/2012 16:41,1,[Timing out],
FelipeRosa,ArdOS,The idle process now puts the device in the sleep mode to save power,18/10/2012 21:45,1,[Low power idling],
dorimanx,initramfs3,"Shutdown S2W on screen ON, and activate on OFF(if set by user!) + MORE Removed tuning of bus freq on screen on/off, it's has no meaning, bus freq is 133 on screen off any way, moved wait time on screen off to top, to give app some power to prevent slowdown. when screen is OFF and all code change to power save. then after 5 sec do the tweaks, IF not connected to power.",18/10/2012 22:13,1,[Disabling feature/devices],
jcw,glcdlib,advanced power savings (graph data is fake),21/10/2012 20:50,1,[Low power idling],
Quarx2k,jordan-kernel,omapzoom: HSMMC:Set disable timeout to 1ms The disable timeout is reduced from 100ms to 1ms in order to obtain aggressive power saving.,26/10/2012 12:41,1,[Timing out],
VanirAOSP,PopcornKernel-Tuna,"omap44xx: cpuidle: Update target residencies to saner values The current values are insane. There is no possible way power saving can be attained by heading into C4 for not much more than 1ms. The average values are in the 20ms range, so why do we need to even entertain entering at much lower values when we will use more power than we save in doing so. The actual recommended values are shown in 79e796f but for some obscure reason, in 16385c7 and 22e2193 they were updated to match the exit_latency. This seems horribly wrong to me as there comes a point when the target residency is so low that you use more power actually entering the state than you gain from the insignificant amount of time you spend there. With the values in this commit, C4 state is used for >95% of the time when the screen is off, with C3 picking up the remainder. During audio playback, C4 is used ~50% of the time, C3 is used ~25% of the time and C2 picks up whatever is left. Credit thalamus Change-Id: Iadc0ba68a2de43919a0d1b6451dc1613e3d454d6",30/10/2012 2:25,1,[Energy bug],
skybert,my-little-friends,added my rc.local with good power saving features for T420s,05/11/2012 20:54,1,[OUTLIER],
madpenguin8,arduino-sullair-reset,Power save work Setup some power saving functionality for future use.,07/11/2012 21:20,1,[Disabling feature/devices],
texane,nrf,"[ update, wip ] adc, disable digital inputs for reduced power consumption",15/11/2012 10:17,1,[Pin management],
riverzhou,otter-omap-3,"OMAP4430/60: EMIF: errata: Prohibit usage of Power-Down mode A ZQ calibration long command is issued every time on exit from active power-down and precharge power-down modes when EMIF is configured to use Power-down mode (EMIF_PWR_MGMT_CTRL.REG_LP_MODE=0x4). Due to very short periods of power-down cycles, ZQ calibration overhead creates bandwidth issues and increases overall system power consumption. As result, the guideline is to not allow Power-down mode and, therefore, to not have set the EMIF_PWR_MGMT_CTRL[10:8] REG_LP_MODE bit field to 0x4. TI Errata i743; IMPACTED: OMAP4430/60 all revisions Change-Id: Ib82f28e6e0c6c046ea277b90a78dc82c1ee82417 Signed-off-by: Grygorii Strashko <grygorii.strashko@ti.com> Signed-off-by: Vitaly Chernooky <vitaly.chernooky@ti.com>",20/11/2012 13:53,1,[Energy bug],
ersatzavian,ei-fw-tom,Added wifi power save to pig firmware,21/11/2012 1:09,1,[Disabling feature/devices],
niker,elitekernel_oxp,Extreme power saving mode (tm),10/12/2012 5:18,1,[Frequency and voltage scaling],
burstlam,android_packages_apps_Phone,"Ported Phone: Disable accelerometer sensor while in-call and screen UI is off (CM) orginal threads : https://github.com/CyanogenMod/android_packages_apps_Phone/commit/fa2b5a82bd8dee2599f3d8db2d68961ad14d13a8 During an active ongoing call, on targets that support proximity sensors, there is an approximate spike in the current waveform in the order of 1 Hz. Krait is woken up frequently by the sensors even when the Screen UI is off while in-call. This fix ensures that by disabling the listener in such a scenario (In-Call + Screen UI turned off) there is no spike in power consumption Change-Id: Ie6aef2db0f634ce51e84a3736cfb85cf2ff43202 CRs-Fixed: 336244 Conflicts: src/com/android/phone/PhoneGlobals.java",17/12/2012 3:39,1,[Energy bug],
smokin-guns,SmokinGuns,Merged enhancement by TheDoctor: Energy save git-svn-id: https://smokinguns.svn.sourceforge.net/svnroot/smokinguns/trunk@664 07eb42f0-b032-4355-afd3-42b1f3832223,19/12/2012 23:27,1,[Timing out],
niker,elitekernel_oxp,Extreme power saving - power saving now limits max active cores to 3,01/01/2013 19:42,1,[Miscellaneous],
RudyLu,gaia,"Bug 825653 - Power save mode turns off by itself. r=Alive, a=bb+",07/01/2013 15:38,1,[Miscellaneous],
IceColdJelly42,frameworks_av,"audioflinger: Fix to release wakelock after closeoutput -In DirectTrack destructor, closeOutput is called after releaseWakelock is done. This may sometimes result in power collapse happening even before actual close sequence of Audio path is completed and will result in high power consumption. -Release wakelock only after closeOutput is done in directtrack destructor. Signed-off-by: bmc08gt <bmc08gt.teamb00sted@gmail.com> Change-Id: I6cc4a380555a64cebe23e918096ad5751444f010",15/01/2013 18:29,1,[Energy bug],
androidarmv6,android_kernel_lge_msm7x27,"kernel: Prevent unnecessary rfkill event generation. Prevent unnecessary rfkill event generation when the state has not actually changed. These events have to be delivered to relevant userspace processes, causing these processes to wake up and do something while they could as well have slept. This obviously results in more CPU usage, longer time-to-sleep-again and therefore higher power consumption. Change-Id: I3ac4e141fbdf1315b74d3bad6aa96f34b00c3f92 CRs-fixed: 398283 Signed-off-by: Vitaly Wool <vitalywool@gmail.com> Signed-off-by: Mykyta Iziumtsev <nikita.izyumtsev@gmail.com> Signed-off-by: Deepthi Gowri <deepthi@codeaurora.org>",16/01/2013 22:19,1,[Energy bug],
zen-kernel,zen-kernel,ath9k_hw: Enable hw PLL power save for AR9462 commit 1680260226a8fd2aab590319da83ad8e610da9bd upstream. This reduced the power consumption to half in full and network sleep. Signed-off-by: Rajkumar Manoharan <rmanohar@qca.qualcomm.com> Cc: Paul Stewart <pstew@chromium.org> Signed-off-by: John W. Linville <linville@tuxdriver.com> Signed-off-by: Greg Kroah-Hartman <gregkh@linuxfoundation.org>,17/01/2013 22:07,1,[Disabling feature/devices],
mathkid95,linux_lg_jb,"msm: pm: Support for Krait Retention Introduce a new low power state for Krait, retention. This state will lower the voltage to the Krait core to retention voltage in addition to clock gating. This state will be in between WFI and Standalone power collapse in terms of time overhead and power savings. Change-Id: I6b1f0a0d2e4954a705a047fd4a07f4dd1fb3518a Signed-off-by: Girish Mahadevan <girishm@codeaurora.org> (cherry picked from commit d27ca4a) Signed-off-by: Sudhir Sharma <sudsha@codeaurora.org> (cherry picked from commit 3af7249)",21/01/2013 23:08,1,[Miscellaneous],
Ferroin,mspbinclk,"Multiple energy efficiency optimizations * Changed Timer_A0 interval to 60000 cycles, thus reducing interrupt frequency. * Moved update routine to Timer_A0 interrupt handler, reducing the number of interrupt sources from 4 to 3.",23/01/2013 1:10,1,[Miscellaneous],
samm-git,device_alcatel_OT993D,enable power save,24/01/2013 19:51,1,[Frequency and voltage scaling],
kubanecxxx,termostat,power consumption optimization,24/01/2013 21:35,1,[Polling avoidance],
CyanogenMod,android_device_sony_montblanc-common,montblanc: enable power saving after boot Change-Id: Ic55f496db42abe14ab6c56f5121cf5102f54d4ca,26/01/2013 15:21,1,[Frequency and voltage scaling],
milaq,android_kernel_lge_p940,notification leds: blinkenlights adapted from ricardos workqueue/alarm implementation from p990: https://github.com/CyanogenMod/lge-kernel-star/commit/6e8556777a775845e34a4a11bc93423ec254cf7b should be way more power efficient than previous (always-on) implementation as it allows the device to enter deepsleep in between pulses,27/01/2013 23:42,1,[Miscellaneous],
milaq,android_kernel_lge_p940,notification leds: use only one thread and decrease pulse lenght - should aid in further reducing power consumption,28/01/2013 1:33,1,[Miscellaneous],
dhiru1602,android_kernel_samsung_latona,mach:mcbsp: change dma mode for power saving,01/02/2013 23:22,1,[Use power efficient library/device],
mytoh,configs,add cpu power saving settings,02/02/2013 15:34,1,[Use power efficient library/device],
o11s,open80211s,fixup!mac80211: mesh power save doze scheduling,05/02/2013 9:23,1,[Polling avoidance],
CyanogenMod,android_frameworks_av,"Squashed commit of updates from CodeAurora auido: Add amr-wb+ codec to ACodec. -Add an entry for amr-wb+ decoder in ACodec. -amr-wb+ non tunnel will be enabled by default. Change-Id: Ied8902eb83da29a3164eb99e88630570a43f681e libstagefright: Create MP3 decoder libraries without OMX layer - With the current MP3 OMX SW decoders, the decoding time is increased w.r.t the libraries without OMX layer that are present in GB. This increase in decoding time results reduction in power savings in LPA mode. - This commit is to remove OMX layer for MP3 to reduce the power consumption in LPA mode Change-Id: I835ab6d013a326f111e513586f884bacd5f7106a audioflinger: EffectModules are updated with device change Issue: Effects modules are not updated with the device change information Fix: 1) Add setDevice information to mLPAEffectChain 2) Remove the return after sending the device route information to Direct track so that mixer thread is also aware of the device change for EffectsChain Change-Id: I82936cd47290946a5e4772e448669d81e0e4d6f5 libmedia : Add a NULL pointer check - Print frame count in AudioTrack::dump() only if the control block is valid Change-Id: Icf594eb721b48795c43d7bd165f6086031ce6efd CRs-Fixed: 435050 libstagefright: Query AudioSystem for suggested record mute duration - AudioSource mutes a pre-defined duration (defined by kAutoRampStartUs) at the beginning of a recording. - Instead, query the audio system for any ongoing playback streams and use its output latency to calculate the duration to mute the incoming PCM stream. - This assumes all current playback threads will be paused once recording is started. Change-Id: Ie9b1d62e7be803ef1d8a59127b95c73e03fa5ce6 CRs-Fixed: 438149 libstagefright: Convert mono to stereo for LPA clips - Sound effects are not supported for mono clips - Repetative calling of effects_configure and effect_process for mono clips is resulting in crash in the sound effects library. - So, Mono clips are now converted to stereo by copying the left sample to right. - This is same as what Resampler does in Non-LPA Playback. This commit is a port of fcc0647fab20ceaf1c07bc10bb243f14c48b114c CRs-Fixed: 421639 Change-Id: Ie579c8d11afe3db8d42a35956e8bf23eeb88cfe6 audioflinger: Fix to set volume from MediaPlayer in Tunnel mode Issue: MediaPlayer.setVolume does not have effect on Playback volume in TunnelPlayer mode Fix: the left and right volume parameters of setVolume are hardcoded and defaulted in DirectAudioTrack. Updating the parameters from the input arguments fixes the issue Change-Id: I8a107ce57284b225b17d95fed0f69e3adc5fb131 CRs-Fixed: 441849 libstagefright: Enable Tunnel Decode for select formats - Enable tunnel mode decode only if the audio mime type matches a supported list. Change-Id: I32afd83e5fda1e90cb671dd747f17cb83bb84fc1 CRs-Fixed:437651 framework/av:: Add support to decode mp3 data in mp4 container - Added support to decode mp3 data in mp4 container packed as mp4a atom and .mp3 atom as well. Port of 8fa3774adf9259b33ee721cfaeff26da42c29928 Change-Id: I1a04022f30a9f6516575440aba7652986ab7dc58 CRs-Fixed: 439897 audiomixer: Use High Quality resampler Use very high quality resampler to upsample to 48KHz sample rate. Change-Id: I1ba5b839f1e74ae71b405538d970e6a966bd1d47 CRs-fixed: 416730 audioflinger: Fix a deadlock - A deadlock will happen if the obit recipient registered by the DirectAudioTrack is called. - Fix this by moving the lock acquisition in DirectAudioTrack::clearPowerManager() to after DirectAudioTrack::releaseWakeLock() is called. - Also synchronize use of mPowerManager in the DirectAudioTrack destructor with DirectAudioTrack::clearPowerManager() Change-Id: Ib127db1406c4a61a4054ca0cf30f4c7347a5c92a CRs-Fixed: 444093 libstagefright: TunnelPlayer: update condition to send SEEK_COMPLETE - If the client tries to seek to 0 (e.g as a result of LOOPING) without ever calling getPosition(), we will always sent an immediate seek notification without seeking. Change-Id: Id2b9d00c611278d0521cb6fd402710f0ec37bbdd CRs-Fixed: 441411 libstagefright: Remove unnecessary code from TunnelPlayer - TunnelPlayer tries to mimick AudioPlayer when trying to delete the extractor source. - It is needed for AudioPlayer as the OMXCodec object is referenced by the CallbackDispatcher as well as AudioPlayer. - This condition is not true for TunnelPlayer, so why do it. Change-Id: I79c4e17d01910e73ad01c5640ef374626313a18e CRs-Fixed: 442365 Add MediaDebug header from CAF Change-Id: I68dbe72f86a49685b82b64927d1aa80231647a7a",06/02/2013 9:40,1,[Energy bug],
jamescoxon,APRS_Projects,"added basic powersaving, after we've got details of lock and sats we check if these are sufficent and if possible put the gps into power saving, if they aren't back in to maximum performance. The issue is that power saving is poorly implemented on the Ublox 6 so we need to be careful not to miss it loosing lock or it'll freeze up",10/02/2013 21:25,1,[Disabling feature/devices],
dnschneid,crouton,"Add powerd-poking daemon for massive power savings. The powerd daemon auto-launches with X11 and pokes the system powerd while the X11 session is not idle. It also monitors the screensaver setting and continuously pokes powerd if the screensaver is inhibited (e.g. you are watching a video). This means that we can leave powerd running, which has huge battery benefits.",12/02/2013 4:03,1,[Use power efficient library/device],
SlimRoms,android_system_core,"charger: suspend enable in charger mode To reduce power consumption after charging completion, enable suspend when LCD is turned off. Bug: 7429504 Change-Id: I34731dc392661c9051a20cea74f70d94a8aaeb42 Signed-off-by: Iliyan Malchev <malchev@google.com>",12/02/2013 15:09,1,[Energy bug],
tbalden,android_device_htc_endeavoru,"Editing ramdisk and Settings overlay with performance related settings. It enables max freq cap with official endeavoru CM kernel, and fixes low power core frequencies being not used without htc's pnp manager and kernel hotplug mod. Optimal for gaming and for low power consumption at the same time.",14/02/2013 20:08,1,[Frequency and voltage scaling],
xcstacy,kernel-Nexus4,"Clk: notifier handler for dynamic voltage scaling Dynamic voltage and frequency scaling (dvfs) is a common power saving technique in many of today's modern processors. This patch introduces a common clk rate-change notifier handler which scales voltage appropriately whenever clk_set_rate is called on an affected clock. There are three prerequisites to using this feature: 1) the affected clocks must be using the common clk framework 2) voltage must be scaled using the regulator framework 3) clock frequency and regulator voltage values must be paired via the OPP library If a platform or device meets these requirements then using the notifier handler is straightforward. A struct device is used as the basis for performing initial look-ups for clocks via clk_get and regulators via regulator_get. This means that notifiers are subscribed on a per-device basis and multiple devices can have notifiers subscribed to the same clock. Put another way, the voltage chosen for a rail during a call to clk_set_rate is a function of the device, not the clock. Signed-off-by: Mike Turquette <mturquette@linaro.org>",03/03/2013 0:11,1,[Frequency and voltage scaling],
Nebuleon,GameYob,Shut down the 3D hardware upon startup to save power.,07/03/2013 5:53,1,[Disabling feature/devices],
niker,EliteKernel-Blade-Rebase,"Extreme Power Saving - Min/max freq done, 75% completed",11/03/2013 22:46,1,[Frequency and voltage scaling],
nfi,contiki,* Changed TXPOWER configuration to only accept values between CC2520_TXPOWER_MIN and CC2520_TXPOWER_MAX (0-8) to ensure only recommended tx power values are used in the radio. Any other value might cause high energy consumption and poor performance. * Corrected the initial configuration to work better with normal usage.,12/03/2013 12:27,1,[Miscellaneous],
niker,EliteKernel-Blade-Rebase,"smartmax tuning, power saving bugfix, LED duration multiplier port",12/03/2013 18:44,1,[Energy bug],
niker,EliteKernel-Blade-Rebase,Power Saving QOS cleaner code,13/03/2013 1:09,1,[Frequency and voltage scaling],
thomastsai,rt-thread,"[WKUP1]PA0 is a WKUP1 key, 10K pull down and 10K pull high. active high. CPU enter standby mode by pressing 500 ticks. CPU leaves standby mode by WKUP1 rising edge. [idle]rt_thread_idle_sethook(cpu_sleep) to setup cpu sleep hook in idle thread to save power when no threads are running. idle thread is a lowest thread.",16/03/2013 18:21,1,[Low power idling],
desalesouche,kernel_huawei_u8220,cpuidle:menu:fixed wrapping timers at 4.294 seconds Cpuidle menu governor is using u32 as a temporary datatype for storing nanosecond values which wrap around at 4.294 seconds. This causes errors in predicted sleep times resulting in higher than should be C state selection and increased power consumption. This also breaks cpuidle state residency statistics. cc: stable@kernel.org # .32.x through .39.x Signed-off-by: Tero Kristo <tero.kristo@nokia.com> Signed-off-by: Len Brown <len.brown@intel.com>,22/03/2013 17:48,1,[Energy bug],
visit1985,dot-files,new alias 'calc' changed power saving setting for monitor,23/03/2013 11:29,1,[Timing out],
dorimanx,initramfs3,"OOM fixe to allow smooth RAM MNG + horrable mistake fix! *we have auto adj code, so we must not allow any access to adj file. *fixed init service was marked as KILL NOW! oom_score_adj = 1000 is oom_adj = 15 highes OOM selected to be killed! this was my mistake :( *tuned oom_kill_allocating_task to be ON with screen on and off when screen off to save power. now after long test OOM working GREAT! no more lags and no SODS.",23/03/2013 18:29,1,[Disabling feature/devices],
kmark,Captain,Drastically improved power efficiency by not repeating CDT messages,25/03/2013 2:45,1,[Avoid unnecessary work],
faux123,mako,"sched: Create sched_select_non_idle_cpu() to give preferred CPU for power saving In order to save power, it would be useful to schedule light weight work on cpus that aren't IDLE instead of waking up an IDLE one. By idle cpu (from scheduler's perspective) we mean: - Current task is idle task - nr_running == 0 - wake_list is empty This is already implemented for timers as get_nohz_timer_target(). We can figure out few more users of this feature, like workqueues. This patch converts get_nohz_timer_target() into a generic API sched_select_non_idle_cpu() so that other frameworks (like workqueue) can also use it. This routine returns the cpu which is non-idle. If the local CPU isn't idle OR all cpus are idle, local cpu is returned back. If local cpu is idle, then we must look for another CPU which isn't idle. This patch reuses the code from get_nohz_timer_target() routine, which had similar implementation. Signed-off-by: Viresh Kumar <viresh.kumar@linaro.org>",26/03/2013 6:52,1,[Miscellaneous],
mike-dunn,linux-treo680,"[PATCH] pmac: Improve sleep code of tumbler driver This patch improves the behaviour of the ""tumbler/snapper"" driver used on newer PowerMacs during sleep. It properly set the HW mutes to shut down amplifiers and does an analog shutdown of the codec. That might improve power consumption during sleep on a number of machines. Signed-off-by: Benjamin Herrenschmidt <benh@kernel.crashing.org> Signed-off-by: Andrew Morton <akpm@osdl.org> Signed-off-by: Linus Torvalds <torvalds@osdl.org>",29/03/2013 16:11,1,[Disabling feature/devices],
milaq,android_kernel_lge_p940,bcmdhd: enable power saving and pktfilter backported from iproj: https://github.com/CyanogenMod/lge-kernel-iproj/commit/74ee8bbf3bf86983be123305ac4af3e51a5a6adb,29/03/2013 20:17,1,[Disabling feature/devices],
danielsaul,kraken,power saving and fixing rockblock bugs,31/03/2013 15:07,1,[Low power idling],
mcupak,energyt,Version with energy efficient algorithm enabled... Enjoy!,02/04/2013 0:15,1,[Miscellaneous],
dtrail,JBX_Kernel,Changed OPP Table for lower power consumption,03/04/2013 9:42,1,[Frequency and voltage scaling],
tlatsas,dotfiles,usb power saving,03/04/2013 19:59,1,[Disabling feature/devices],
Hundsbuah,tf700t_kernel,"New testkernel v2.2 20130405: - removed gpu_oc interface - removed gpu_og_volt interface - setting the frequency limit is now done via cpuX.sh or a terminal emulator - pwr_cap_limit_1: CPU1, pwr_cap_limit_2: CPU2, pwr_cap_limit_3: CPU3, pwr_cap_limit_4:CPU4 - module parameters can be used in cpuX.sh files or in a terminal emulator with superuser rights (see below for a howto, i recommend to edit the cpuX.sh files ( /system/etc/cpuX.sh) with root explorer i.e) - voltage table has changed due dvfs table cleanup!!!! dont use your init.d scripts to set the voltages at startup (delete or disable the scripts first, then install this new testkernel!!) - added a new module parameter to notify the cpu that the cpu2.sh file was executed and cpu freq limits are (correct) set (look at system/etc/init.d/99bootcompleted) you dont have to do anything, just dont delete it or you will stuck at 1700MHz (system/etc/init.d/99bootcompleted) - lpcore oc now works (760MHz lp oc) [B]HOWTO[/B]: [U]Limiting the CPU:[/U] possible cpu frequencys that can be used to set the maximum allowed frequency (applied via module parameter: echo ""1800000"" /sys/module/cpu_tegra/parameters/pwr_cap_limit_1): Here you set frequency values to the module parameters (gpu is different - see below) [CODE] 51000 102000 204000 295000 370000 428000 475000 513000 579000 620000 760000 910000 1000000 1150000 1300000 1400000 1500000 1600000 1700000 1750000 1800000 1850000 1900000 [/CODE] Example: [CODE] echo 760000 > /sys/module/cpu_tegra/parameters/pwr_cap_limit_1 echo 760000 > /sys/module/cpu_tegra/parameters/pwr_cap_limit_2 echo 760000 > /sys/module/cpu_tegra/parameters/pwr_cap_limit_3 echo 760000 > /sys/module/cpu_tegra/parameters/pwr_cap_limit_4 [/CODE] This will limit core1, core2, core3 and core4 to a maximum frequency of 760MHz [U]Limiting the GPU:[/U] Here you set !!VOLTAGE!! values to the module parameters (not frequencys as by the cpu module parameters!) You need four calls: 1. echo 1350 > /sys/kernel/tegra_cap/cbus_cap_level 2. echo 1350 > /sys/kernel/tegra_cap/core_cap_level 3. echo 1 > /sys/kernel/tegra_cap/cbus_cap_state 4. echo 1 > /sys/kernel/tegra_cap/core_cap_state possible (best) gpu voltage values that can be used to limit the gpu frequency to a specific frequency (applied via four parameter settings as described above): [CODE] 1350mV for 600MHz 1375mV for 650MHz 1410mV for 700MHz 1430mV for 750MHz 1460mV for 775MHz [/CODE] Example: (REMEMBER TO SET THE VOLTAGE AND NOT THE FREQUENCY!!) [CODE] echo 1350 > /sys/kernel/tegra_cap/cbus_cap_level echo 1350 > /sys/kernel/tegra_cap/core_cap_level echo 1 > /sys/kernel/tegra_cap/cbus_cap_state echo 1 > /sys/kernel/tegra_cap/core_cap_state [/CODE] This will limit the maximum gpu frequency to 600MHz (good for asus power saver mode i.e) and takes care of clocks depending on gpu clocks You can also go lower than 1350mV but the gui transisions feels a bit slower then. Here is the complete VOLT/FREQ Table (in mV and kHz): [CODE] Voltage (mV): 950, 1000, 1050, 1100, 1150, 1200, 1250, 1300, 1350, 1375, 1410, 1430, 1460 Frequency (kHz): 200000, 247000, 304000, 361000, 408000, 446000, 484000, 520000, 600000, 650000, 700000, 750000, 775000 [/CODE] You can change the cpu1.sh (asus powersaver mode), cpu2.sh(asus balanced mode) and cpu3.sh(asus normal/performance mode) cpu frequency and gpu voltage (located int: /system/etc/) to your needs. Tip: Get rid of the naming of the asus power modes. You can let the cpu1.sh as a powersaver but you can use balanced mode as a max. power mode (1800MHz for cpu revision 9 and 1900MHz for tablet who can handle this frequency and 750MHz GPU) for working/surfing (not gaming!) etc. to make the tablet as fast as possible to respond to your inputs. cpu3.sh can now be used as a gaming profile (you set cpu to 1600MHz max. and gpu to 650 or 700MHz i.e, so the tablet wont get too hot when playing games/high load) I have resetted the voltage table to stock voltages because i rebuilded the dvfs table for the cpu0 and cpug. Therefore as always: Please try to undervolt as much as you can! Download: [url]http://www.androidfilehost.com/?w=files&flid=3972[/url] Enjoy the new kernel! And have a nice weekend ;)",05/04/2013 19:44,1,[Frequency and voltage scaling],
judnich,Kosmos,Fixed blocky star quad borders. Added auto-sleep feature to automatically save power when not in motion.,07/04/2013 23:24,1,[Low power idling],
thylux,WiiMoteExtension,Inserted Power Saving measures,08/04/2013 19:24,1,[Pin management],
dtrail,JBX_Kernel,Fix hotplugging for some governors and changed some values for power savings,12/04/2013 18:16,1,[Frequency and voltage scaling],
ronanguilloux,Bin,ati power save & ati fan regulator,13/04/2013 10:02,1,[Use power efficient library/device],
